Category,City,Country/Region,Customer ID,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Segments Abbrev,Selected Year,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Profit CY,Profit PY,Quantity,Sales,Sales CY,Sales PY,Year
Office Supplies,Columbia,United States,GA-14725,Guy Armstrong,Avery,2/11/2019,US-2019-168368,65203,Avery 483,Central,Consumer,CON,FALSE,2/15/2019,Second Class,Missouri,Labels,0,$0.01K,,,3,$0.0K,,,2019
Office Supplies,Columbia,United States,GA-14725,Guy Armstrong,Fellowes,2/11/2019,US-2019-168368,65203,Fellowes Neat Ideas Storage Cubes,Central,Consumer,CON,FALSE,2/15/2019,Second Class,Missouri,Storage,0,$0.00K,,,2,$0.1K,,,2019
Technology,Chesapeake,United States,NF-18385,Natalie Fritzler,Enermax,2/11/2019,US-2019-127614,23320,Enermax Aurora Lite Keyboard,South,Consumer,CON,FALSE,2/15/2019,Standard Class,Virginia,Accessories,0,$0.10K,,,3,$0.2K,,,2019
Furniture,Concord,United States,SC-20095,Sanjit Chand,Global,2/12/2019,US-2019-110674,94521,"Global Geo Office Task Chair, Gray",West,Consumer,CON,FALSE,2/18/2019,Standard Class,California,Chairs,0.2,-$0.02K,,,2,$0.1K,,,2019
Office Supplies,Seattle,United States,ML-17395,Marina Lichtenstein,Belkin,2/14/2019,US-2019-121762,98103,Belkin 8 Outlet Surge Protector,West,Corporate,COR,FALSE,2/18/2019,Standard Class,Washington,Appliances,0,$0.02K,,,2,$0.1K,,,2019
Office Supplies,Houston,United States,ST-20530,Shui Tom,Other,2/14/2019,US-2019-107706,77095,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Central,Consumer,CON,FALSE,2/19/2019,Second Class,Texas,Paper,0.2,$0.01K,,,3,$0.0K,,,2019
Office Supplies,Seattle,United States,ML-17395,Marina Lichtenstein,Other,2/14/2019,US-2019-121762,98103,Compact Automatic Electric Letter Opener,West,Corporate,COR,FALSE,2/18/2019,Standard Class,Washington,Supplies,0,$0.00K,,,2,$0.2K,,,2019
Technology,Seattle,United States,ML-17395,Marina Lichtenstein,Logitech,2/14/2019,US-2019-121762,98103,Logitech G600 MMO Gaming Mouse,West,Corporate,COR,FALSE,2/18/2019,Standard Class,Washington,Accessories,0,$0.09K,,,3,$0.2K,,,2019
Office Supplies,Seattle,United States,BF-11020,Barry Französisch,Pressboard,2/15/2019,US-2019-165568,98105,Pressboard Data Binders by Wilson Jones,West,Corporate,COR,FALSE,2/19/2019,Standard Class,Washington,Binders,0.2,$0.01K,,,5,$0.0K,,,2019
Office Supplies,Dallas,United States,MN-17935,Michael Nguyen,Holmes,2/16/2019,US-2019-122567,75220,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Central,Consumer,CON,FALSE,2/21/2019,Standard Class,Texas,Appliances,0.8,-$0.01K,,,2,$0.0K,,,2019
Office Supplies,Dallas,United States,MN-17935,Michael Nguyen,Wilson Jones,2/16/2019,US-2019-122567,75220,Wilson Jones Easy Flow II Sheet Lifters,Central,Consumer,CON,FALSE,2/21/2019,Standard Class,Texas,Binders,0.8,$0.00K,,,3,$0.0K,,,2019
Office Supplies,Chicago,United States,DL-13315,Delfina Latchford,Staples in misc. colors,2/17/2019,US-2019-154165,60653,Staples in misc. colors,Central,Consumer,CON,FALSE,2/24/2019,Standard Class,Illinois,Art,0.2,$0.01K,,,14,$0.1K,,,2019
Furniture,Lubbock,United States,TB-21595,Troy Blackwell,DAX,2/18/2019,US-2019-165589,79424,"DAX Copper Panel Document Frame, 5 x 7 Size",Central,Consumer,CON,FALSE,2/18/2019,Same Day,Texas,Furnishings,0.6,-$0.01K,,,5,$0.0K,,,2019
Office Supplies,Arlington,United States,AB-10015,Aaron Bergman,Akro,2/18/2019,US-2019-152905,76017,Akro Stacking Bins,Central,Consumer,CON,FALSE,2/24/2019,Standard Class,Texas,Storage,0.2,$0.00K,,,2,$0.0K,,,2019
Furniture,Richmond,United States,LC-16930,Linda Cazamias,Master Caster,2/20/2019,US-2019-109491,47374,"Master Caster Door Stop, Brown",Central,Corporate,COR,FALSE,2/26/2019,Standard Class,Indiana,Furnishings,0,$0.01K,,,4,$0.0K,,,2019
Office Supplies,Los Angeles,United States,SR-20740,Steven Roelle,Xerox,2/20/2019,US-2019-164903,90049,Xerox 204,West,Home Office,HO,FALSE,2/24/2019,Standard Class,California,Paper,0,$0.01K,,,2,$0.0K,,,2019
Technology,Richmond,United States,LC-16930,Linda Cazamias,Enermax,2/20/2019,US-2019-109491,47374,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Central,Corporate,COR,FALSE,2/26/2019,Standard Class,Indiana,Accessories,0,$0.02K,,,3,$0.1K,,,2019
Office Supplies,Woodstock,United States,TM-21010,Tamara Manning,GBC,2/21/2019,US-2019-165540,60098,GBC Standard Plastic Binding Systems Combs,Central,Consumer,CON,FALSE,2/25/2019,Standard Class,Illinois,Binders,0.8,-$0.01K,,,5,$0.0K,,,2019
Office Supplies,Moreno Valley,United States,SA-20830,Sue Ann Reed,Xerox,2/22/2019,US-2019-133354,92553,Xerox 220,West,Consumer,CON,FALSE,2/24/2019,First Class,California,Paper,0,$0.01K,,,3,$0.0K,,,2019
Office Supplies,El Paso,United States,MG-17875,Michael Grace,GBC,2/23/2019,US-2019-103744,79907,GBC Plastic Binding Combs,Central,Home Office,HO,FALSE,2/27/2019,Standard Class,Texas,Binders,0.8,-$0.01K,,,3,$0.0K,,,2019
Office Supplies,El Paso,United States,MG-17875,Michael Grace,Staple-on labels,2/23/2019,US-2019-103744,79907,Staple-on labels,Central,Home Office,HO,FALSE,2/27/2019,Standard Class,Texas,Labels,0.2,$0.00K,,,3,$0.0K,,,2019
Office Supplies,Medford,United States,JH-15430,Jennifer Halladay,TOPS,2/24/2019,US-2019-137680,97504,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",West,Consumer,CON,FALSE,3/2/2019,Standard Class,Oregon,Paper,0.2,$0.01K,,,3,$0.0K,,,2019
Office Supplies,Medford,United States,JH-15430,Jennifer Halladay,Message Book,2/24/2019,US-2019-137680,97504,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",West,Consumer,CON,FALSE,3/2/2019,Standard Class,Oregon,Paper,0.2,$0.01K,,,4,$0.0K,,,2019
Office Supplies,Columbus,United States,JS-16030,Joy Smith,Zebra,2/27/2019,US-2019-156545,43229,Zebra Zazzle Fluorescent Highlighters,East,Consumer,CON,FALSE,3/3/2019,First Class,Ohio,Art,0.2,$0.00K,,,4,$0.0K,,,2019
Furniture,Elmhurst,United States,VF-21715,Vicky Freymann,Novimex,3/1/2019,US-2019-113880,60126,Novimex Swivel Fabric Task Chair,Central,Home Office,HO,FALSE,3/5/2019,Standard Class,Illinois,Chairs,0.3,-$0.17K,,,6,$0.6K,,,2019
Furniture,El Paso,United States,SC-20380,Shahid Collister,Other,3/1/2019,US-2019-131009,79907,Harbour Creations Steel Folding Chair,Central,Consumer,CON,FALSE,3/5/2019,Standard Class,Texas,Chairs,0.3,$0.00K,,,6,$0.4K,,,2019
Furniture,Seattle,United States,DB-13060,Dave Brooks,Global,3/1/2019,US-2019-104269,98115,Global Deluxe High-Back Manager's Chair,West,Consumer,CON,FALSE,3/6/2019,Second Class,Washington,Chairs,0.2,$0.05K,,,2,$0.5K,,,2019
Furniture,El Paso,United States,SC-20380,Shahid Collister,DAX,3/1/2019,US-2019-131009,79907,DAX Black Cherry Wood-Tone Poster Frame,Central,Consumer,CON,FALSE,3/5/2019,Standard Class,Texas,Furnishings,0.6,-$0.03K,,,6,$0.1K,,,2019
Furniture,Houston,United States,GW-14605,Giulietta Weimer,Bevis,3/1/2019,US-2019-168312,77036,Bevis Round Conference Room Tables and Bases,Central,Consumer,CON,FALSE,3/7/2019,Standard Class,Texas,Tables,0.3,-$0.04K,,,3,$0.4K,,,2019
Office Supplies,El Paso,United States,SC-20380,Shahid Collister,Other,3/1/2019,US-2019-131009,79907,Plymouth Boxed Rubber Bands by Plymouth,Central,Consumer,CON,FALSE,3/5/2019,Standard Class,Texas,Fasteners,0.2,$0.00K,,,5,$0.0K,,,2019
Office Supplies,Elmhurst,United States,VF-21715,Vicky Freymann,Other,3/1/2019,US-2019-113880,60126,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Central,Home Office,HO,FALSE,3/5/2019,Standard Class,Illinois,Paper,0.2,$0.01K,,,3,$0.0K,,,2019
Office Supplies,El Paso,United States,SC-20380,Shahid Collister,Fellowes,3/1/2019,US-2019-131009,79907,Fellowes Bankers Box Recycled Super Stor/Drawer,Central,Consumer,CON,FALSE,3/5/2019,Standard Class,Texas,Storage,0.2,-$0.02K,,,3,$0.1K,,,2019
Office Supplies,Houston,United States,GW-14605,Giulietta Weimer,Other,3/1/2019,US-2019-168312,77036,Recycled Steel Personal File for Hanging File Folders,Central,Consumer,CON,FALSE,3/7/2019,Standard Class,Texas,Storage,0.2,$0.01K,,,3,$0.1K,,,2019
Technology,New York City,United States,HR-14770,Hallie Redmond,Other,3/1/2019,US-2019-143707,10035,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,East,Home Office,HO,FALSE,3/5/2019,Standard Class,New York,Phones,0,$0.00K,,,3,$0.0K,,,2019
Office Supplies,New York City,United States,KN-16705,Kristina Nunn,Staple envelope,3/2/2019,US-2019-107524,10009,Staple envelope,East,Home Office,HO,FALSE,3/8/2019,Standard Class,New York,Envelopes,0,$0.01K,,,2,$0.0K,,,2019
Office Supplies,Philadelphia,United States,NH-18610,Nicole Hansen,Xerox 1971,3/2/2019,US-2019-111157,19120,Xerox 1971,East,Corporate,COR,FALSE,3/6/2019,Standard Class,Pennsylvania,Paper,0.2,$0.00K,,,1,$0.0K,,,2019
Office Supplies,New York City,United States,KN-16705,Kristina Nunn,Array,3/2/2019,US-2019-107524,10009,"Array Parchment Paper, Assorted Colors",East,Home Office,HO,FALSE,3/8/2019,Standard Class,New York,Paper,0,$0.02K,,,5,$0.0K,,,2019
Technology,Philadelphia,United States,NH-18610,Nicole Hansen,Other,3/2/2019,US-2019-111157,19120,Hypercom P1300 Pinpad,East,Corporate,COR,FALSE,3/6/2019,Standard Class,Pennsylvania,Accessories,0.2,$0.03K,,,3,$0.2K,,,2019
Furniture,Columbus,United States,JS-15595,Jill Stevenson,O'Sullivan,3/3/2019,US-2019-127978,43229,O'Sullivan 4-Shelf Bookcase in Odessa Pine,East,Corporate,COR,FALSE,3/8/2019,Standard Class,Ohio,Bookcases,0.5,-$0.20K,,,5,$0.3K,,,2019
Furniture,San Diego,United States,EJ-14155,Eva Jacobs,Bevis,3/3/2019,US-2019-105648,92037,"Bevis Oval Conference Table, Walnut",West,Consumer,CON,FALSE,3/7/2019,Standard Class,California,Tables,0.2,-$0.02K,,,3,$0.6K,,,2019
Office Supplies,Houston,United States,SC-20020,Sam Craven,Other,3/3/2019,US-2019-130421,77095,3.6 Cubic Foot Counter Height Office Refrigerator,Central,Consumer,CON,FALSE,3/7/2019,Standard Class,Texas,Appliances,0.8,-$0.46K,,,3,$0.2K,,,2019
Office Supplies,Wilmington,United States,AJ-10945,Ashley Jarboe,Zebra,3/3/2019,US-2019-155852,28403,Zebra Zazzle Fluorescent Highlighters,South,Consumer,CON,FALSE,3/7/2019,Second Class,North Carolina,Art,0.2,$0.00K,,,4,$0.0K,,,2019
Office Supplies,New York City,United States,AP-10720,Anne Pryor,Cardinal,3/3/2019,US-2019-127964,10035,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",East,Home Office,HO,FALSE,3/8/2019,Standard Class,New York,Binders,0.2,$0.01K,,,5,$0.0K,,,2019
Office Supplies,New York City,United States,AP-10720,Anne Pryor,Ibico,3/3/2019,US-2019-127964,10035,Ibico Laser Imprintable Binding System Covers,East,Home Office,HO,FALSE,3/8/2019,Standard Class,New York,Binders,0.2,$0.04K,,,3,$0.1K,,,2019
Office Supplies,Columbus,United States,JS-15595,Jill Stevenson,Avery,3/3/2019,US-2019-127978,43229,Avery 495,East,Corporate,COR,FALSE,3/8/2019,Standard Class,Ohio,Labels,0.2,$0.00K,,,3,$0.0K,,,2019
Office Supplies,Columbus,United States,JS-15595,Jill Stevenson,Eldon,3/3/2019,US-2019-127978,43229,Eldon Shelf Savers Cubes and Bins,East,Corporate,COR,FALSE,3/8/2019,Standard Class,Ohio,Storage,0.2,-$0.01K,,,8,$0.0K,,,2019
Technology,New York City,United States,AP-10720,Anne Pryor,Other,3/3/2019,US-2019-127964,10035,PowerGen Dual USB Car Charger,East,Home Office,HO,FALSE,3/8/2019,Standard Class,New York,Phones,0,$0.00K,,,1,$0.0K,,,2019
Office Supplies,Margate,United States,SC-20095,Sanjit Chand,BIC,3/4/2019,US-2019-117016,33063,"BIC Brite Liner Highlighters, Chisel Tip",South,Consumer,CON,FALSE,3/9/2019,Standard Class,Florida,Art,0.2,$0.00K,,,3,$0.0K,,,2019
Office Supplies,Columbia,United States,CL-12565,Clay Ludtke,Other,3/4/2019,US-2019-116239,29203,Sensible Storage WireTech Storage Systems,South,Consumer,CON,FALSE,3/4/2019,Same Day,South Carolina,Storage,0,$0.02K,,,5,$0.4K,,,2019
Office Supplies,Yonkers,United States,AB-10150,Aimee Bixby,Newell,3/5/2019,US-2019-169061,10701,Newell 345,East,Consumer,CON,FALSE,3/8/2019,Second Class,New York,Art,0,$0.02K,,,3,$0.1K,,,2019
Office Supplies,Yonkers,United States,AB-10150,Aimee Bixby,GBC,3/5/2019,US-2019-169061,10701,GBC Wire Binding Combs,East,Consumer,CON,FALSE,3/8/2019,Second Class,New York,Binders,0.2,$0.02K,,,6,$0.0K,,,2019
Office Supplies,Yonkers,United States,AB-10150,Aimee Bixby,Xerox,3/5/2019,US-2019-169061,10701,Xerox 1891,East,Consumer,CON,FALSE,3/8/2019,Second Class,New York,Paper,0,$0.05K,,,2,$0.1K,,,2019
Office Supplies,Yonkers,United States,AB-10150,Aimee Bixby,Acme,3/5/2019,US-2019-169061,10701,Acme Forged Steel Scissors with Black Enamel Handles,East,Consumer,CON,FALSE,3/8/2019,Second Class,New York,Supplies,0,$0.01K,,,2,$0.0K,,,2019
Technology,Yonkers,United States,AB-10150,Aimee Bixby,Logitech,3/5/2019,US-2019-169061,10701,Logitech Wireless Gaming Headset G930,East,Consumer,CON,FALSE,3/8/2019,Second Class,New York,Accessories,0,$0.18K,,,3,$0.5K,,,2019
Furniture,Seattle,United States,CM-12715,Craig Molinari,Office Star,3/7/2019,US-2019-104563,98103,Office Star - Task Chair with Contemporary Loop Arms,West,Corporate,COR,FALSE,3/12/2019,Standard Class,Washington,Chairs,0.2,$0.02K,,,6,$0.4K,,,2019
Furniture,Seattle,United States,AB-10015,Aaron Bergman,Global,3/7/2019,US-2019-156587,98103,"Global Push Button Manager's Chair, Indigo",West,Consumer,CON,FALSE,3/8/2019,First Class,Washington,Chairs,0.2,$0.01K,,,1,$0.0K,,,2019
Furniture,Seattle,United States,CM-12715,Craig Molinari,Global,3/7/2019,US-2019-104563,98103,"Global Leather and Oak Executive Chair, Black",West,Corporate,COR,FALSE,3/12/2019,Standard Class,Washington,Chairs,0.2,$0.05K,,,2,$0.5K,,,2019
Office Supplies,Seattle,United States,CM-12715,Craig Molinari,Newell,3/7/2019,US-2019-104563,98103,Newell Chalk Holder,West,Corporate,COR,FALSE,3/12/2019,Standard Class,Washington,Art,0,$0.01K,,,5,$0.0K,,,2019
Office Supplies,Seattle,United States,AB-10015,Aaron Bergman,Newell,3/7/2019,US-2019-156587,98103,Newell 330,West,Consumer,CON,FALSE,3/8/2019,First Class,Washington,Art,0,$0.00K,,,3,$0.0K,,,2019
Office Supplies,Des Moines,United States,NP-18685,Nora Pelletier,Other,3/7/2019,US-2019-131982,98198,Catalog Binders with Expanding Posts,West,Home Office,HO,FALSE,3/11/2019,Second Class,Washington,Binders,0.2,$0.03K,,,2,$0.1K,,,2019
Office Supplies,Seattle,United States,CM-12715,Craig Molinari,Other,3/7/2019,US-2019-104563,98103,"Contico 72""H Heavy-Duty Storage System",West,Corporate,COR,FALSE,3/12/2019,Standard Class,Washington,Storage,0,$0.00K,,,5,$0.2K,,,2019
Office Supplies,Seattle,United States,AB-10015,Aaron Bergman,Carina,3/7/2019,US-2019-156587,98103,"Carina 42""Hx23 3/4""W Media Storage Unit",West,Consumer,CON,FALSE,3/8/2019,First Class,Washington,Storage,0,$0.00K,,,3,$0.2K,,,2019
Office Supplies,Denver,United States,KT-16480,Kean Thornton,Boston,3/10/2019,US-2019-140116,80219,"BOSTON Ranger #55 Pencil Sharpener, Black",West,Consumer,CON,FALSE,3/17/2019,Standard Class,Colorado,Art,0.2,$0.01K,,,4,$0.1K,,,2019
Office Supplies,Royal Oak,United States,SW-20275,Scott Williamson,Other,3/10/2019,US-2019-100279,48073,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Central,Consumer,CON,FALSE,3/14/2019,Standard Class,Michigan,Paper,0,$0.01K,,,2,$0.0K,,,2019
Office Supplies,Denver,United States,KT-16480,Kean Thornton,Tennsco,3/10/2019,US-2019-140116,80219,Tennsco 6- and 18-Compartment Lockers,West,Consumer,CON,FALSE,3/17/2019,Standard Class,Colorado,Storage,0.2,-$0.02K,,,3,$0.6K,,,2019
Furniture,Columbus,United States,CK-12205,Chloris Kastensmidt,Eldon,3/11/2019,US-2019-166884,43229,Eldon Wave Desk Accessories,East,Consumer,CON,FALSE,3/16/2019,Second Class,Ohio,Furnishings,0.2,$0.00K,,,5,$0.0K,,,2019
Office Supplies,Richmond,United States,FM-14215,Filia McAdams,Fellowes,3/11/2019,US-2019-114790,40475,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",South,Corporate,COR,FALSE,3/13/2019,Second Class,Kentucky,Appliances,0,$0.04K,,,3,$0.1K,,,2019
Office Supplies,Roseville,United States,RB-19435,Richard Bierner,Other,3/11/2019,US-2019-103338,95661,Economy #2 Pencils,West,Consumer,CON,FALSE,3/15/2019,Standard Class,California,Art,0,$0.00K,,,3,$0.0K,,,2019
Office Supplies,Columbus,United States,CK-12205,Chloris Kastensmidt,Stockwell,3/11/2019,US-2019-166884,43229,Stockwell Push Pins,East,Consumer,CON,FALSE,3/16/2019,Second Class,Ohio,Fasteners,0.2,$0.00K,,,6,$0.0K,,,2019
Office Supplies,Richmond,United States,FM-14215,Filia McAdams,Xerox,3/11/2019,US-2019-114790,40475,Xerox 198,South,Corporate,COR,FALSE,3/13/2019,Second Class,Kentucky,Paper,0,$0.01K,,,3,$0.0K,,,2019
Office Supplies,New York City,United States,KA-16525,Kelly Andreada,Southworth,3/11/2019,US-2019-158337,10024,"Southworth 100% Résumé Paper, 24lb.",East,Consumer,CON,FALSE,3/14/2019,Second Class,New York,Paper,0,$0.05K,,,14,$0.1K,,,2019
Technology,Richmond,United States,FM-14215,Filia McAdams,Maxell,3/11/2019,US-2019-114790,40475,Maxell DVD-RAM Discs,South,Corporate,COR,FALSE,3/13/2019,Second Class,Kentucky,Accessories,0,$0.01K,,,2,$0.0K,,,2019
Technology,Richmond,United States,FM-14215,Filia McAdams,Panasonic,3/11/2019,US-2019-114790,40475,Panasonic KX-TG9471B,South,Corporate,COR,FALSE,3/13/2019,Second Class,Kentucky,Phones,0,$0.16K,,,3,$0.6K,,,2019
Furniture,Chesapeake,United States,CK-12325,Christine Kargatis,Global,3/14/2019,US-2019-125521,23320,Global Commerce Series High-Back Swivel/Tilt Chairs,South,Home Office,HO,FALSE,3/19/2019,Standard Class,Virginia,Chairs,0,$0.28K,,,4,$1.1K,,,2019
Office Supplies,Huntington Beach,United States,DK-13225,Dean Katz,Avery,3/14/2019,US-2019-157623,92646,Avery Hi-Liter Fluorescent Desk Style Markers,West,Corporate,COR,FALSE,3/18/2019,Standard Class,California,Art,0,$0.00K,,,1,$0.0K,,,2019
Office Supplies,Logan,United States,JF-15295,Jason Fortune-,GBC,3/14/2019,US-2019-114510,84321,GBC Wire Binding Combs,West,Consumer,CON,FALSE,3/19/2019,Standard Class,Utah,Binders,0.2,$0.01K,,,4,$0.0K,,,2019
Office Supplies,Logan,United States,JF-15295,Jason Fortune-,Other,3/14/2019,US-2019-114510,84321,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",West,Consumer,CON,FALSE,3/19/2019,Standard Class,Utah,Binders,0.2,$0.02K,,,2,$0.1K,,,2019
Office Supplies,Jacksonville,United States,NF-18475,Neil Französisch,Xerox,3/14/2019,US-2019-100293,32216,Xerox 1887,South,Home Office,HO,FALSE,3/18/2019,Standard Class,Florida,Paper,0.2,$0.03K,,,6,$0.1K,,,2019
Office Supplies,Huntington Beach,United States,DK-13225,Dean Katz,Xerox,3/14/2019,US-2019-157623,92646,Xerox 1972,West,Corporate,COR,FALSE,3/18/2019,Standard Class,California,Paper,0,$0.00K,,,2,$0.0K,,,2019
Office Supplies,Chicago,United States,RB-19465,Rick Bensley,Xerox,3/14/2019,US-2019-152618,60653,Xerox 1963,Central,Home Office,HO,FALSE,3/17/2019,First Class,Illinois,Paper,0.2,$0.00K,,,2,$0.0K,,,2019
Office Supplies,Logan,United States,JF-15295,Jason Fortune-,Carina,3/14/2019,US-2019-114510,84321,Carina Double Wide Media Storage Towers in Natural & Black,West,Consumer,CON,FALSE,3/19/2019,Standard Class,Utah,Storage,0,$0.00K,,,1,$0.1K,,,2019
Office Supplies,Logan,United States,JF-15295,Jason Fortune-,Staple magnet,3/14/2019,US-2019-114510,84321,Staple magnet,West,Consumer,CON,FALSE,3/19/2019,Standard Class,Utah,Storage,0,$0.01K,,,2,$0.0K,,,2019
Technology,Logan,United States,JF-15295,Jason Fortune-,Imation,3/14/2019,US-2019-114510,84321,Imation 30456 USB Flash Drive 8GB,West,Consumer,CON,FALSE,3/19/2019,Standard Class,Utah,Accessories,0,$0.01K,,,12,$0.1K,,,2019
Technology,Chicago,United States,RB-19465,Rick Bensley,Hewlett-Packard,3/14/2019,US-2019-152618,60653,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Central,Home Office,HO,FALSE,3/17/2019,First Class,Illinois,Machines,0.3,$0.16K,,,2,$0.6K,,,2019
Furniture,Tampa,United States,AS-10240,Alan Shonely,Eldon,3/15/2019,US-2019-149958,33614,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",South,Consumer,CON,FALSE,3/19/2019,Standard Class,Florida,Furnishings,0.2,$0.01K,,,3,$0.0K,,,2019
Office Supplies,Tampa,United States,AS-10240,Alan Shonely,Other,3/15/2019,US-2019-149958,33614,Insertable Tab Post Binder Dividers,South,Consumer,CON,FALSE,3/19/2019,Standard Class,Florida,Binders,0.7,-$0.01K,,,3,$0.0K,,,2019
Office Supplies,Tampa,United States,AS-10240,Alan Shonely,GBC,3/15/2019,US-2019-149958,33614,GBC VeloBinder Manual Binding System,South,Consumer,CON,FALSE,3/19/2019,Standard Class,Florida,Binders,0.7,-$0.03K,,,4,$0.0K,,,2019
Office Supplies,Tampa,United States,AS-10240,Alan Shonely,Xerox,3/15/2019,US-2019-149958,33614,Xerox 1889,South,Consumer,CON,FALSE,3/19/2019,Standard Class,Florida,Paper,0.2,$0.05K,,,3,$0.1K,,,2019
Office Supplies,Tampa,United States,AS-10240,Alan Shonely,Other,3/15/2019,US-2019-149958,33614,"Hot File 7-Pocket, Floor Stand",South,Consumer,CON,FALSE,3/19/2019,Standard Class,Florida,Storage,0.2,$0.02K,,,1,$0.1K,,,2019
Technology,Raleigh,United States,KN-16705,Kristina Nunn,Polycom,3/16/2019,US-2019-157609,27604,Polycom VoiceStation 500 Conference phone,South,Home Office,HO,FALSE,3/21/2019,Second Class,North Carolina,Phones,0.2,$0.03K,,,2,$0.5K,,,2019
Furniture,New York City,United States,CP-12340,Christine Phan,Balt,3/17/2019,US-2019-148838,10024,Balt Solid Wood Round Tables,East,Corporate,COR,FALSE,3/21/2019,Standard Class,New York,Tables,0.4,-$0.55K,,,4,$1.1K,,,2019
